Creative Type,US DVD Sales,Running Time (min),Production Budget,Source,US Gross,Title,Release Date,Director,Rotten Tomatoes Rating,Major Genre,Worldwide Gross,Distributor,MPAA Rating,IMDB Rating,IMDB Votes
Contemporary Fiction,0,0,150000,Original Screenplay,9445857,Once,16-Jun-2007,,97,Drama,18997174,Fox Searchlight,R,8,34348
Factual,0,0,1000000,Based on Real Life Events,144601,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,7-Jul-2006,Matt Dillon,82,Documentary,206351,Miramax,PG-13,7.1,643
Contemporary Fiction,0,96,12000000,Original Screenplay,31597131,One Hour Photo,21-Aug-2002,,81,Drama,52223306,Fox Searchlight,R,7,42134
Contemporary Fiction,0,127,30000000,Based on Book/Short Story,23337196,One True Thing,18-Sep-1998,Carl Franklin,88,Drama,26708196,Universal,R,6.9,5591
Contemporary Fiction,1238181,97,15000000,Original Screenplay,102458,Ong-Bak 2,25-Sep-2009,,0,Action,7583050,Magnolia Pictures,R,4.7,887
Contemporary Fiction,0,0,10000000,Original Screenplay,4356743,On the Line,26-Oct-2001,,18,Romantic Comedy,4356743,Miramax,PG,3.4,2617
Historical Fiction,20554010,124,20000000,Based on Book/Short Story,13395961,One Night with the King,13-Oct-2006,Michael O. Sajbel,16,Drama,13395961,Rocky Mountain Pictures,PG,6,2993
Contemporary Fiction,0,0,9000000,Based on Book/Short Story,14443,Opal Dreams,22-Nov-2006,,0,Drama,14443,Strand,PG,6.5,468
Kids Fiction,96622855,87,85000000,Original Screenplay,85105259,Open Season,29-Sep-2006,,47,Adventure,189901703,Sony Pictures,PG,6,52
Contemporary Fiction,0,79,500000,Original Screenplay,30500882,Open Water,6-Aug-2004,,0,Thriller/Suspense,52100882,Lionsgate,R,5.9,23667
Historical Fiction,0,139,26000000,Based on Book/Short Story,58328680,Open Range,15-Aug-2003,Kevin Costner,79,Western,68293719,Walt Disney Pictures,R,7.5,26438
Contemporary Fiction,0,0,35000000,Original Screenplay,7659747,The Order,5-Sep-2003,,0,Thriller/Suspense,11559747,20th Century Fox,R,4.9,9119
Contemporary Fiction,0,0,1000000,Original Screenplay,582024,Orgazmo,23-Oct-1998,Trey Parker,0,Comedy,627287,October Films,NC-17,6,15592
Contemporary Fiction,0,0,26000000,Based on Book/Short Story,16521410,Original Sin,3-Aug-2001,,12,Thriller/Suspense,16521410,MGM,R,5.6,15939
Contemporary Fiction,0,0,500000,Original Screenplay,1127331,Osama,30-Jan-2004,,0,Drama,1971479,MGM,PG-13,7.4,4737
Historical Fiction,0,0,12500000,Based on Book/Short Story,1612957,Oscar and Lucinda,31-Dec-1997,,65,Drama,1612957,Fox Searchlight,R,6.7,3782
Contemporary Fiction,0,91,24000000,Original Screenplay,75155000,Old School,21-Feb-2003,Todd Phillips,60,Comedy,86325829,Dreamworks SKG,R,7,60477
Kids Fiction,0,0,70000000,Original Screenplay,13596911,Osmosis Jones,10-Aug-2001,Bobby Farrelly,54,Comedy,13596911,Warner Bros.,PG,6,10959
Historical Fiction,0,0,35000000,Original Screenplay,13264986,American Outlaws,17-Aug-2001,Les Mayfield,13,Western,13264986,Warner Bros.,PG-13,5.6,7396
Historical Fiction,0,0,65000000,Based on Book/Short Story,2070920,Oliver Twist,23-Sep-2005,Roman Polanski,59,Drama,26670920,Sony/TriStar,PG-13,7,10748
Contemporary Fiction,0,0,11000000,Original Screenplay,13906394,Out Cold,21-Nov-2001,,8,Comedy,13906394,Walt Disney Pictures,PG-13,5.8,7153
Science Fiction,1757108,115,50000000,Original Screenplay,166003,Outlander,23-Jan-2009,,0,Adventure,1250617,Third Rail,R,6.4,18299
Contemporary Fiction,0,129,48000000,Based on Book/Short Story,37562568,Out of Sight,26-Jun-1998,Steven Soderbergh,93,Drama,37562568,Universal,R,7.1,38263
Contemporary Fiction,0,105,50000000,Original Screenplay,41083108,Out of Time,3-Oct-2003,Carl Franklin,65,Thriller/Suspense,55489826,MGM,PG-13,4.9,151
Contemporary Fiction,0,92,40000000,Remake,28544120,The Out-of-Towners,2-Apr-1999,,24,Comedy,28544120,Paramount Pictures,PG-13,4.9,6338
Dramatization,0,0,10000000,Based on Book/Short Story,1011054,Owning Mahowny,2-May-2003,,78,Drama,1011054,Sony Pictures Classics,R,7,5789
Contemporary Fiction,0,97,56000000,Original Screenplay,113006880,The Pacifier,4-Mar-2005,Adam Shankman,20,Comedy,198006880,Walt Disney Pictures,PG,5.3,22590
Historical Fiction,40776265,0,16000000,Original Screenplay,37634615,El Laberinto del Fauno,29-Dec-2006,Guillermo Del Toro,0,Horror,83234615,Picturehouse,R,8.4,153762
Dramatization,618454,127,25000000,Based on Book/Short Story,370782930,The Passion of the Christ,25-Feb-2004,Mel Gibson,50,Drama,611899420,Newmarket Films,R,7.1,87326
Contemporary Fiction,0,110,50000000,Based on Real Life Events,135041968,Patch Adams,25-Dec-1998,Tom Shadyac,24,Comedy,202200000,Universal,PG-13,6.3,31481
Contemporary Fiction,0,110,50000000,Based on Book/Short Story,81526121,Payback,5-Feb-1999,,51,Action,161626121,Paramount Pictures,R,5.8,304
Science Fiction,0,119,60000000,Based on Book/Short Story,53789313,Paycheck,25-Dec-2003,John Woo,28,Thriller/Suspense,89350576,Paramount Pictures,PG-13,6.1,35660
Contemporary Fiction,25346362,0,35000000,Based on Game,40687294,Max Payne,17-Oct-2008,,17,Action,85761789,20th Century Fox,PG-13,5.4,47541
Contemporary Fiction,0,115,45000000,Based on Book/Short Story,95149435,The Princess Diaries 2: Royal Engagement,11-Aug-2004,Garry Marshall,0,Romantic Comedy,122071435,Walt Disney Pictures,G,5.3,12439
Contemporary Fiction,0,115,30000000,Based on Book/Short Story,108244774,The Princess Diaries,3-Aug-2001,Garry Marshall,46,Comedy,165334774,Walt Disney Pictures,G,5.9,23486
Contemporary Fiction,0,123,50000000,Based on Magazine Article,41263140,The Peacemaker,26-Sep-1997,Mimi Leder,45,Action,62967368,Dreamworks SKG,R,5.8,21524
Fantasy,0,113,100000000,Based on Book/Short Story,48417850,Peter Pan,25-Dec-2003,P.J. Hogan,76,Adventure,95255485,Universal,PG,7.1,16894
,0,0,20000000,,121972,People I Know,25-Apr-2003,,0,,121972,Miramax,R,5.5,6305
,0,0,6600000,,828,Perrier's Bounty,21-May-2010,,0,,828,,R,6.2,808
Contemporary Fiction,3994342,0,14000000,Original Screenplay,15515460,A Perfect Getaway,7-Aug-2009,David Twohy,60,Thriller/Suspense,20613298,Universal,R,6.5,16324
Contemporary Fiction,18090044,0,3000000,Original Screenplay,7061128,Phat Girlz,7-Apr-2006,,23,Romantic Comedy,7271305,Fox Searchlight,PG-13,2.2,6343
Contemporary Fiction,0,0,4000000,Original Screenplay,563711,Poolhall Junkies,28-Feb-2003,,0,Drama,563711,Gold Circle Films,R,6.8,5233
Historical Fiction,0,143,55000000,Based on Musical/Opera,51225796,The Phantom of the Opera,22-Dec-2004,Joel Schumacher,33,Musical,158225796,Warner Bros.,PG-13,7.2,42832
Contemporary Fiction,0,81,11000000,Original Screenplay,46566212,Phone Booth,4-Apr-2003,Joel Schumacher,71,Thriller/Suspense,97837138,20th Century Fox,R,7.2,68874
Dramatization,0,149,35000000,Based on Real Life Events,32519322,The Pianist,27-Dec-2002,Roman Polanski,0,Drama,120000000,Focus Features,R,8.5,134516
Historical Fiction,23182695,0,80000000,,82226474,The Pink Panther,10-Feb-2006,Shawn Levy,22,Comedy,158926474,Sony Pictures,PG,5.1,28456
Fantasy,0,143,125000000,Disney Ride,305411224,Pirates of the Caribbean: The Curse of the Black Pearl,9-Jul-2003,Gore Verbinski,0,Adventure,655011224,Walt Disney Pictures,PG-13,8,232719
Fantasy,320830925,151,225000000,Disney Ride,423315812,Pirates of the Caribbean: Dead Man's Chest,7-Jul-2006,Gore Verbinski,54,Adventure,1065659812,Walt Disney Pictures,PG-13,7.3,150446
Fantasy,296060575,167,300000000,Disney Ride,309420425,Pirates of the Caribbean: At World's End,25-May-2007,Gore Verbinski,45,Adventure,960996492,Walt Disney Pictures,PG-13,7,133241
Science Fiction,0,119,120000000,Original Screenplay,57712751,The Chronicles of Riddick,11-Jun-2004,David Twohy,29,Adventure,107212751,Universal,PG-13,6.4,49383
Science Fiction,0,110,23000000,Original Screenplay,39235088,Pitch Black,18-Feb-2000,David Twohy,55,Horror,53182088,USA Films,R,7,55217
Contemporary Fiction,0,0,24000000,Original Screenplay,8427204,Play it to the Bone,24-Dec-1999,Ron Shelton,0,Comedy,8427204,Walt Disney Pictures,R,5.1,6039
Contemporary Fiction,0,0,12000000,Original Screenplay,6982680,Screwed,12-May-2000,,13,Comedy,6982680,Universal,PG-13,5.1,4411
Fantasy,30795712,0,95000000,Based on Book/Short Story,88761720,Percy Jackson & the Olympians: The Lightning Thief,12-Feb-2010,Chris Columbus,50,Adventure,226435277,20th Century Fox,PG,5.8,20451
Contemporary Fiction,0,0,13000000,Original Screenplay,4857374,"Paris, je t'aime",4-May-2007,Gurinder Chadha,0,Drama,4857374,First Look,R,6.6,175
Dramatization,0,0,9000000,Based on Real Life Events,883454,Princess Kaiulani,14-May-2010,,0,Drama,883454,Roadside Attractions,PG,5.3,224
Contemporary Fiction,0,82,27000000,Original Screenplay,31770413,Lake Placid,16-Jul-1999,Steve Miner,38,Thriller/Suspense,31770413,20th Century Fox,R,5.3,19382
Contemporary Fiction,7571152,106,35000000,Original Screenplay,37490007,The Back-up Plan,23-Apr-2010,,20,Romantic Comedy,77090007,CBS Films,PG-13,4.4,6981
Contemporary Fiction,0,0,45000000,Based on Book/Short Story,19719930,The Pledge,19-Jan-2001,Sean Penn,77,Drama,29406132,Warner Bros.,R,6.9,22609
Contemporary Fiction,0,135,65000000,Based on Magazine Article,32598931,Proof of Life,8-Dec-2000,Taylor Hackford,39,Action,62761005,Warner Bros.,R,6.1,23099
Dramatization,0,0,6000000,Based on Real Life Events,8596914,Pollock,15-Dec-2000,Ed Harris,82,Drama,10557291,Sony Pictures Classics,R,7.1,9669
Science Fiction,0,120,100000000,Remake,180011740,Planet of the Apes,27-Jul-2001,Tim Burton,44,Adventure,362211740,20th Century Fox,PG-13,5.5,72763
,0,0,3000000,,4028339,Please Give,30-Apr-2010,,88,,4028339,Sony Pictures Classics,R,7.4,1023
Science Fiction,15341764,0,50000000,Original Screenplay,42194060,Planet 51,20-Nov-2009,,22,Adventure,108005745,Sony Pictures,PG,6.1,9645
Science Fiction,0,0,100000000,Original Screenplay,4411102,The Adventures of Pluto Nash,16-Aug-2002,,6,Comedy,7094995,Warner Bros.,PG-13,3.7,9207
Contemporary Fiction,0,104,5000000,Original Screenplay,23047939,The Players Club,8-Apr-1998,,27,Drama,23047939,New Line,R,4.8,2072
Contemporary Fiction,14051496,85,15000,Original Screenplay,107918810,Paranormal Activity,25-Sep-2009,Oren Peli,82,Horror,193770453,Paramount Pictures,R,6.7,53455
Contemporary Fiction,45217362,0,26000000,Original Screenplay,87341380,The Pineapple Express,6-Aug-2008,David Gordon Green,0,Comedy,100941380,Sony Pictures,R,0,0
Fantasy,0,0,45000000,Based on Book/Short Story,3681811,Pinocchio,25-Dec-2002,Roberto Benigni,0,Adventure,31681811,Miramax,G,3.5,3215
,0,0,15000000,,0,Pandaemonium,29-Jun-2001,,0,,0,,PG-13,6.5,496
Science Fiction,4018696,0,40000000,Original Screenplay,10330853,Pandorum,25-Sep-2009,,28,Horror,17033431,Overture Films,R,6.9,29428
Super Hero,0,124,33000000,Based on Comic/Graphic Novel,33664370,The Punisher,16-Apr-2004,,30,Action,54664370,Lionsgate,R,6.4,50482
Kids Fiction,0,99,30000000,Based on TV,43746923,Pokemon 2000,21-Jul-2000,,0,Adventure,133946923,Warner Bros.,G,0,0
Kids Fiction,0,0,3000000,Based on TV,17052128,Pokemon 3: The Movie,6-Apr-2001,,23,Adventure,68452128,Warner Bros.,G,3.5,2577
Kids Fiction,0,99,170000000,Based on Book/Short Story,181320597,The Polar Express,10-Nov-2004,Robert Zemeckis,56,Adventure,305420597,Warner Bros.,G,6.7,28550
Contemporary Fiction,0,90,42000000,Original Screenplay,88073507,Along Came Polly,16-Jan-2004,,26,Romantic Comedy,170360435,Universal,PG-13,5.8,38276
Kids Fiction,12626319,0,34000000,Original Screenplay,15090399,Gake no ue no Ponyo,14-Aug-2009,,0,Adventure,199090399,Walt Disney Pictures,G,7.8,13821
Contemporary Fiction,0,0,3500000,Original Screenplay,3293258,Pootie Tang,29-Jun-2001,,27,Comedy,3293258,Paramount Pictures,PG-13,4.5,6183
Contemporary Fiction,19732418,0,160000000,Remake,60674817,Poseidon,12-May-2006,Wolfgang Petersen,33,Adventure,181674817,Warner Bros.,PG-13,5.6,35930
Contemporary Fiction,0,0,25000000,Based on Book/Short Story,10103647,Possession,16-Aug-2002,Neil LaBute,64,Drama,14805812,Focus Features,PG-13,6.4,6789
Kids Fiction,0,72,20000000,Based on Play,48430258,Peter Pan: Return to Neverland,15-Feb-2002,,46,Adventure,109862682,Walt Disney Pictures,G,0,0
Fantasy,0,105,60000000,Based on Book/Short Story,46850558,Practical Magic,16-Oct-1998,Griffin Dunne,21,Comedy,68336997,Warner Bros.,PG-13,5.5,20196
Contemporary Fiction,95856827,0,35000000,Based on Book/Short Story,124740460,The Devil Wears Prada,30-Jun-2006,David Frankel,75,Comedy,326551094,20th Century Fox,PG-13,6.8,66627
Historical Fiction,1374953,134,50000000,Original Screenplay,8017467,The Boat That Rocked,13-Nov-2009,,0,Comedy,37472651,Focus Features,R,7.5,25415
Contemporary Fiction,0,0,20000000,Original Screenplay,15712072,Paparazzi,3-Sep-2004,,18,Thriller/Suspense,16612072,20th Century Fox,PG-13,5.7,9058
Dramatization,0,143,65000000,Based on Book/Short Story,39017984,Primary Colors,20-Mar-1998,Mike Nichols,80,Comedy,39017984,Universal,R,6.7,15340
Historical Fiction,20130576,109,10000000,Based on Book/Short Story,47566524,Precious (Based on the Novel Push by Sapphire),6-Nov-2009,Lee Daniels,0,Drama,63471431,Lionsgate,R,7.5,24504
Contemporary Fiction,11495577,129,30000000,Original Screenplay,15740721,Pride and Glory,24-Oct-2008,,34,Drama,43440721,Warner Bros.,R,6.7,24596
Historical Fiction,53281347,0,28000000,Based on Book/Short Story,38372662,Pride and Prejudice,11-Nov-2005,Joe Wright,85,Drama,120918508,Focus Features,PG,5.5,1230
Historical Fiction,0,117,80000000,Based on Comic/Graphic Novel,104054514,The Road to Perdition,12-Jul-2002,Sam Mendes,0,Drama,181054514,Dreamworks SKG,R,0,0
,0,109,40000000,Original Screenplay,51920690,Predators,9-Jul-2010,,63,Action,124549380,20th Century Fox,R,6.9,22257
Dramatization,0,0,8000000,Based on Real Life Events,590817,Prefontaine,24-Jan-1997,,62,Drama,590817,Walt Disney Pictures,PG-13,6.2,2580
Historical Fiction,7529604,147,63700000,Based on Book/Short Story,2223293,Perfume: The Story of a Murderer,27-Dec-2006,Tom Tykwer,58,Drama,132180323,Paramount Pictures,R,7.5,51704
Contemporary Fiction,0,111,30000000,Original Screenplay,28165882,The Prince & Me,2-Apr-2004,Martha Coolidge,0,Romantic Comedy,29356757,Paramount Pictures,PG,5.6,9547
Contemporary Fiction,0,0,10000000,Original Screenplay,16535005,The Perfect Man,17-Jun-2005,,5,Romantic Comedy,19535005,Universal,PG,5.1,7278
Dramatization,90857430,116,55000000,Based on Real Life Events,162586036,The Pursuit of Happyness,15-Dec-2006,Gabriele Muccino,66,Drama,306086036,Sony Pictures,PG-13,7.8,77939
Science Fiction,0,80,7000,Original Screenplay,424760,Primer,8-Oct-2004,,0,Drama,565846,ThinkFilm,PG-13,6.9,17454
Dramatization,0,183,151500000,Based on Real Life Events,198539855,Pearl Harbor,25-May-2001,Michael Bay,26,Action,449239855,Walt Disney Pictures,PG-13,5.4,96186
Contemporary Fiction,33241945,97,20000000,Original Screenplay,47852604,Premonition,16-Mar-2007,,8,Thriller/Suspense,81461343,Sony Pictures,PG-13,0,0
Dramatization,0,97,60000000,Based on Book/Short Story,101413188,The Prince of Egypt,18-Dec-1998,Steve Hickner,79,Adventure,218600000,Dreamworks SKG,PG,6.8,24569
Historical Fiction,5338452,0,45000000,Remake,19398532,The Producers: The Movie Musical,16-Dec-2005,,0,Musical,32952995,Universal,PG-13,0,0
Contemporary Fiction,8497205,85,18000000,Remake,43869350,Prom Night,11-Apr-2008,,8,Horror,57109687,Sony/Screen Gems,PG-13,5.1,4263
Contemporary Fiction,9239421,0,20000000,Based on Play,7535331,Proof,16-Sep-2005,John Madden,64,Drama,8284331,Miramax,PG-13,6.9,18622
Contemporary Fiction,0,112,48000000,Original Screenplay,95308367,Panic Room,29-Mar-2002,David Fincher,76,Thriller/Suspense,196308367,Sony Pictures,R,6.9,68737
Contemporary Fiction,83691948,107,40000000,Original Screenplay,163958031,The Proposal,19-Jun-2009,Anne Fletcher,43,Romantic Comedy,317358031,Walt Disney Pictures,PG-13,5.4,397
Fantasy,0,103,200000000,Based on Game,90755643,Prince of Persia: Sands of Time,28-May-2010,Mike Newell,0,Action,335055643,Walt Disney Pictures,PG-13,0,0
Historical Fiction,45394364,131,40000000,Based on Book/Short Story,53089891,The Prestige,20-Oct-2006,Christopher Nolan,75,Thriller/Suspense,107896006,Walt Disney Pictures,PG-13,8.4,207322
,0,0,1000000,,0,The Party's Over,24-Oct-2003,,0,,0,Film Movement,,0,0
Science Fiction,0,177,80000000,Based on Book/Short Story,17650704,The Postman,25-Dec-1997,Kevin Costner,10,Action,17650704,Warner Bros.,R,5.5,24045
,0,0,4000000,,267972,Psycho Beach Party,4-Aug-2000,,55,Comedy,267972,,Not Rated,6,3085
Contemporary Fiction,0,100,20000000,Remake,21541218,Psycho,4-Dec-1998,Gus Van Sant,35,Horror,37226218,Universal,R,4.5,19769
Historical Fiction,0,165,110000000,Original Screenplay,113330342,The Patriot,28-Jun-2000,Roland Emmerich,62,Drama,215300000,Sony Pictures,R,6.9,78302
Dramatization,35026854,0,102500000,Based on Book/Short Story,97104620,Public Enemies,1-Jul-2009,Michael Mann,68,Drama,210379983,Universal,R,7.1,71323
Super Hero,0,0,25000000,Based on TV,11411644,The Powerpuff Girls,3-Jul-2002,,0,Adventure,16425701,Warner Bros.,PG,5.9,3234
Contemporary Fiction,0,0,7500000,Remake,20264436,Pulse,11-Aug-2006,,11,Horror,29771485,Weinstein/Dimension,R,5,846
Contemporary Fiction,0,0,25000000,Original Screenplay,17791031,Punch-Drunk Love,11-Oct-2002,Paul Thomas Anderson,79,Comedy,24591031,Sony Pictures,R,7.4,49786
Super Hero,10872355,101,35000000,Based on Comic/Graphic Novel,8050977,Punisher: War Zone,5-Dec-2008,,26,Action,8199130,Lionsgate,R,6.1,20865
Science Fiction,16118548,111,38000000,Original Screenplay,31811527,Push,6-Feb-2009,,23,Thriller/Suspense,44411527,Summit Entertainment,PG-13,6,26623
Contemporary Fiction,0,0,33000000,Based on Magazine Article,8408835,Pushing Tin,23-Apr-1999,Mike Newell,49,Comedy,8408835,20th Century Fox,R,5.9,16160
Historical Fiction,7574035,125,19400000,Based on Book/Short Story,8060487,The Painted Veil,20-Dec-2006,,74,Drama,15118795,Warner Independent,PG-13,7.6,26331
Contemporary Fiction,0,123,40000000,Based on Book/Short Story,33508922,Pay it Forward,20-Oct-2000,Mimi Leder,40,Drama,33508922,Warner Bros.,PG-13,6.8,36762
Fantasy,0,101,35000000,Based on Book/Short Story,30307804,Queen of the Damned,22-Feb-2002,,17,Horror,30307804,Warner Bros.,R,4.7,20268
Historical Fiction,0,0,20000000,Based on Book/Short Story,12987647,The Quiet American,22-Nov-2002,Phillip Noyce,87,Drama,12987647,Miramax,R,7.2,14285
,0,0,15000000,Original Screenplay,22723,All the Queen's Men,25-Oct-2002,,0,Comedy,22723,Strand,PG-13,3.5,1591
Contemporary Fiction,13657408,0,12000000,Original Screenplay,31691811,Quarantine,10-Oct-2008,John Erick Dowdle,58,Horror,36091811,Sony/Screen Gems,R,6.1,21939
Dramatization,29161789,103,15000000,Based on Real Life Events,56441711,The Queen,30-Sep-2006,Stephen Frears,97,Drama,122840603,Miramax,PG-13,7.6,34785
Kids Fiction,0,85,40000000,Based on Book/Short Story,22772500,Quest for Camelot,15-May-1998,,33,Adventure,38172500,Warner Bros.,G,5,3053
Contemporary Fiction,0,0,900000,Original Screenplay,381420,The Quiet,25-Aug-2006,,0,Drama,381420,Sony Pictures Classics,R,6.5,7689
Contemporary Fiction,0,0,400000,Original Screenplay,1692693,Quinceanera,2-Aug-2006,,0,Drama,2522787,Sony Pictures Classics,R,7.1,2577
Historical Fiction,0,0,7000000,Based on Book/Short Story,6199600,Rabbit-Proof Fence,29-Nov-2002,Phillip Noyce,87,Drama,16199600,Miramax,PG,7.6,13241
Dramatization,0,109,35000000,Based on Real Life Events,52333738,Radio,24-Oct-2003,,35,Drama,53293628,Sony Pictures,PG,6.9,12070
Contemporary Fiction,0,135,40000000,Based on Book/Short Story,45916769,The Rainmaker,21-Nov-1997,Francis Ford Coppola,84,Drama,45916769,Paramount Pictures,PG-13,6.9,20514
Contemporary Fiction,38751777,0,47500000,Based on Book/Short Story,42754105,Rambo,25-Jan-2008,Sylvester Stallone,0,Action,116754105,Lionsgate,R,7.3,82600
Contemporary Fiction,0,133,64000000,Based on Book/Short Story,31054924,Random Hearts,8-Oct-1999,Sydney Pollack,15,Drama,63200000,Sony Pictures,R,4.8,11100
Kids Fiction,0,79,30000000,Based on TV,76501438,Rugrats in Paris,17-Nov-2000,,0,Adventure,103284813,Paramount Pictures,G,0,0
Kids Fiction,0,84,25000000,Based on TV,39402572,Rugrats Go Wild,13-Jun-2003,,40,Adventure,55443032,Paramount Pictures,PG,5,1847
Fantasy,189134287,111,150000000,Original Screenplay,206445654,Ratatouille,29-Jun-2007,Brad Bird,96,Comedy,620495432,Walt Disney Pictures,G,8.1,131929
Dramatization,0,152,40000000,Based on Real Life Events,75305995,Ray,29-Oct-2004,Taylor Hackford,81,Drama,125305995,Universal,PG-13,0,0
Fantasy,10828222,0,25000000,Based on Game,2405420,BloodRayne,6-Jan-2006,Uwe Boll,4,Action,2405420,Romar,R,2.7,20137
Science Fiction,0,0,70000000,Remake,18990542,Rollerball,8-Feb-2002,John McTiernan,3,Action,25852508,MGM,PG-13,2.8,13827
Historical Fiction,0,140,210000000,Traditional/Legend/Fairytale,105269730,Robin Hood,14-May-2010,Ridley Scott,43,Action,310885538,Universal,PG-13,6.9,34501
Kids Fiction,0,89,80000000,Original Screenplay,128200012,Robots,11-Mar-2005,Chris Wedge,64,Adventure,260700012,20th Century Fox,PG,6.4,27361
,0,0,5250000,,20097,A Room for Romeo Brass,27-Oct-2000,Shane Meadows,0,,20097,,R,7.6,2393
Contemporary Fiction,0,116,70000000,Original Screenplay,152257509,Runaway Bride,30-Jul-1999,Garry Marshall,45,Romantic Comedy,308007919,Paramount Pictures,PG,5.2,28497
Kids Fiction,0,110,30000000,Original Screenplay,49772522,Racing Stripes,14-Jan-2005,,35,Comedy,93772522,Warner Bros.,PG,5.2,5086
Contemporary Fiction,34669384,102,24000000,,70269899,Rocky Balboa,20-Dec-2006,Sylvester Stallone,76,Drama,155720088,MGM,PG,7.4,63717
Kids Fiction,0,90,95000000,Original Screenplay,50802661,The Road to El Dorado,31-Mar-2000,David Silverman,49,Adventure,65700000,Dreamworks SKG,PG,6.4,8876
Factual,0,0,2600000,Based on Real Life Events,2276368,Riding Giants,9-Jul-2004,,93,Documentary,3216111,Sony Pictures,PG-13,7.7,2193
Contemporary Fiction,0,125,78000000,Based on Book/Short Story,92955420,Red Dragon,4-Oct-2002,Brett Ratner,68,Thriller/Suspense,206455420,Universal,R,7.3,66386
Contemporary Fiction,12359754,123,33000000,Based on Book/Short Story,34192652,The Reader,10-Dec-2008,Stephen Daldry,61,Drama,106107610,Weinstein Co.,R,7.7,46984
Fantasy,19812272,100,40000000,Original Screenplay,25126214,The Reaping,5-Apr-2007,Stephen Hopkins,8,Horror,62226214,Warner Bros.,R,5.6,19881
Contemporary Fiction,0,0,45000000,Original Screenplay,16809014,Rebound,1-Jul-2005,Steve Carr,14,Comedy,17492014,20th Century Fox,PG,4.7,4485
Kids Fiction,0,83,10000000,Based on TV,36696761,Recess: School's Out,16-Feb-2001,,62,Comedy,44451470,Walt Disney Pictures,G,6.2,2176
Dramatization,0,90,5000000,Based on Real Life Events,65388,Redacted,16-Nov-2007,Brian De Palma,44,Drama,65388,Magnolia Pictures,R,6.1,5759
Contemporary Fiction,0,85,26000000,Original Screenplay,57891803,Red-Eye,19-Aug-2005,Wes Craven,0,Thriller/Suspense,95891803,Dreamworks SKG,PG-13,6.5,42489
Historical Fiction,16021076,128,20000000,Original Screenplay,19661987,Reign Over Me,23-Mar-2007,Mike Binder,63,Drama,20081987,Sony Pictures,R,7.7,39234
Science Fiction,0,110,60000000,Based on Book/Short Story,33956608,The Relic,10-Jan-1997,Peter Hyams,32,Horror,33956608,Paramount Pictures,R,5.4,10249
Factual,7486708,101,2500000,Based on Real Life Events,13011160,Religulous,1-Oct-2008,Larry Charles,69,Documentary,13136074,Lionsgate,R,7.8,23094
Contemporary Fiction,9952465,0,16000000,,19068240,Remember Me,12-Mar-2010,,28,Drama,55343435,Summit Entertainment,PG-13,7,16319
,0,0,6700000,Original Screenplay,223878,"Remember Me, My Love",3-Sep-2004,Gabriele Muccino,0,Comedy,223878,IDP Distribution,Not Rated,7,16319
Historical Fiction,31412380,0,40000000,Based on Musical/Opera,29077547,Rent,23-Nov-2005,Chris Columbus,47,Musical,31670620,Sony Pictures,PG-13,6.9,22605
Contemporary Fiction,0,118,50000000,Original Screenplay,44737059,The Replacements,11-Aug-2000,Howard Deutch,39,Comedy,50054511,Warner Bros.,PG-13,6.2,21542
Contemporary Fiction,0,86,30000000,Original Screenplay,19035741,The Replacement Killers,6-Feb-1998,Antoine Fuqua,39,Action,19035741,Sony Pictures,R,5.9,13905
Science Fiction,0,94,50000000,Based on Game,50740078,Resident Evil: Apocalypse,10-Sep-2004,,0,Horror,128940078,Sony Pictures,R,5.8,52753
Science Fiction,34217549,95,45000000,Based on Game,50648679,Resident Evil: Extinction,21-Sep-2007,Russell Mulcahy,22,Action,146162920,Sony/Screen Gems,R,6.2,49502
Science Fiction,0,0,57500000,Based on Game,46368993,Resident Evil: Afterlife 3D ,10-Sep-2010,Paul Anderson,0,Horror,149568993,Sony/Screen Gems,R,0,0
Science Fiction,0,100,35000000,Based on Game,40119709,Resident Evil,15-Mar-2002,Paul Anderson,34,Horror,103787401,Sony Pictures,R,6.4,68342
Contemporary Fiction,0,116,24000000,Original Screenplay,32662299,Return to Me,7-Apr-2000,,61,Romantic Comedy,32662299,MGM,PG,6.6,9565
Historical Fiction,7642600,0,35000000,Based on Book/Short Story,22911480,Revolutionary Road,26-Dec-2008,Sam Mendes,68,Drama,76989671,Paramount Vantage,R,7.6,45887
Contemporary Fiction,5162454,0,20000000,Original Screenplay,11175164,Be Kind Rewind,22-Feb-2008,Michel Gondry,65,Comedy,28505302,New Line,PG-13,6.6,42470
Fantasy,0,102,60000000,Original Screenplay,43061982,Reign of Fire,19-Feb-2002,,40,Action,82150183,Walt Disney Pictures,PG-13,5.9,38414
Contemporary Fiction,0,104,36000000,Original Screenplay,23360779,Reindeer Games,25-Feb-2000,John Frankenheimer,0,Action,23360779,Miramax,R,5.5,16822
Contemporary Fiction,6635346,111,12000000,Original Screenplay,12796277,Rachel Getting Married,3-Oct-2008,Jonathan Demme,86,Drama,13326280,Sony Pictures Classics,R,6.9,20451
Kids Fiction,0,79,28000000,Based on TV,100494685,The Rugrats Movie,20-Nov-1998,,57,Adventure,140894685,Paramount Pictures,G,5.4,4857
